time,mono_out,pilot_38k,st_diff_raw
134750,       2064,    -129493,    -303803
134760,       2064,    -127975,    -612806
134770,       2064,    -100337,    -895450
134780,       1977,     -54387,    -937817
134790,       1977,      -2767,    -716567
134800,       1977,      41494,    -367007
134810,       1977,      68760,     -18072
134820,       1977,      74631,     267036
134830,       1977,      59943,     436666
134840,       1977,      29801,     488162
134850,       1977,      -7899,     400283
134860,       1787,     -44450,     193415
134870,       1787,     -72432,     -47418
134880,       1787,     -87292,    -263879
134890,       1787,     -87963,    -476962
134900,       1787,     -76522,    -640881
134910,       1787,     -57029,    -671491
134920,       1787,     -33993,    -561436
134930,       1787,     -11016,    -386951
134940,       1193,       9805,    -220689
134950,       1193,      27366,     -72981
134960,       1193,      40373,      69343
134970,       1193,      46512,     206367
134980,       1193,      42742,     314191
134990,       1193,      26666,     344933
135000,       1193,      -1603,     269015
135010,       1193,     -37983,     135283
135020,        668,     -74412,      -7604
135030,        668,    -100902,    -205977
135040,        668,    -108912,    -476048
135050,        668,     -94568,    -684144
135060,        668,     -60552,    -711438
135070,        668,     -15807,    -574797
135080,        668,      27097,    -362366
135090,        668,      56009,     -97853
135100,       1124,      62934,     169938
135110,       1124,      46180,     343164
135120,       1124,      10641,     368200
135130,       1124,     -33378,     238521
135140,       1124,     -72535,      45743
135150,       1124,     -94088,    -135436
135160,       1124,     -90392,    -351271
135170,       1124,     -62271,    -545784
135180,       1214,     -18905,    -553916
135190,       1214,      25806,    -371863
135200,       1214,      58122,    -106673
135210,       1214,      68246,     129912
135220,       1214,      52140,     231920
135230,       1214,      12332,     180745
135240,       1214,     -41521,      88699
135250,       1214,     -93693,      19196
135260,        885,    -126912,     -96748
135270,        885,    -129301,    -312737
135280,        885,     -99798,    -517935
135290,        885,     -48398,    -554075
135300,        885,       8808,    -405235
135310,        885,      56188,    -176152
135320,        885,      82690,      30810
135330,        885,      82640,     204339
135340,       1083,      55480,     301689
135350,       1083,       6447,     269951
135360,       1083,     -52768,     149373
135370,       1083,    -105847,      17137
135380,       1083,    -136969,    -177629
135390,       1083,    -136951,    -483341
135400,       1083,    -106819,    -744636
135410,       1083,     -56780,    -799372
135420,        -50,      -1331,    -636742
135430,        -50,      46662,    -332585
135440,        -50,      79483,      -7434
135450,        -50,      93835,     239233
135460,        -50,      87574,     359691
135470,        -50,      57968,     329980
135480,        -50,       4211,     194475
135490,        -50,     -67443,      72686
135500,        968,    -141083,       4630
135510,        968,    -195035,    -117828
135520,        968,    -211146,    -352570
135530,        968,    -183794,    -595391
135540,        968,    -122968,    -700246
135550,        968,     -49371,    -661408
135560,        968,      15537,    -495955
135570,        968,      58559,    -223761
135580,        -27,      77633,      75272
135590,        -27,      77716,     270263
135600,        -27,      63625,     287636
135610,        -27,      35696,     174481
135620,        -27,      -8143,      58095
135630,        -27,     -65705,       3276
135640,        -27,    -125484,       -422
135650,        -27,    -168868,     -35933
135660,         38,    -179449,    -171928
135670,         38,    -152893,    -384241
135680,         38,     -99812,    -570242
135690,         38,     -39445,    -569617
135700,         38,      10764,    -371469
135710,         38,      42217,    -126001
135720,         38,      55264,      28812
135730,         38,      54423,     111479
135740,        505,      43364,     161366
135750,        505,      23146,     152798
135760,        505,      -5651,      80460
135770,        505,     -39166,       8702
135780,        505,     -68825,       3680
135790,        505,     -84691,      13195
135800,        505,     -81675,     -76353
135810,        505,     -63329,    -228848
135820,         65,     -39616,    -279961
135830,         65,     -20335,    -189678
135840,         65,      -9458,     -65963
135850,         65,      -4518,      -4945
135860,         65,       -856,       3121
135870,         65,       3235,        -27
135880,         65,       4740,       -437
135890,         65,      -1258,        306
135900,       1798,     -16567,      -6444
135910,       1798,     -36833,       3695
135920,       1798,     -53352,      56609
135930,       1798,     -58894,      81615
135940,       1798,     -52893,      -4846
135950,       1798,     -41406,    -129809
135960,       1798,     -31757,    -150002
135970,       1798,     -26536,     -77152
135980,       1025,     -22097,      -7816
135990,       1025,     -12970,      16248
136000,       1025,       1449,       3474
136010,       1025,      13849,     -12515
136020,       1025,      12650,       2221
136030,       1025,     -10028,      12861
136040,       1025,     -51705,      -5658
136050,       1025,     -98757,      13367
136060,       1158,    -132375,      32012
136070,       1158,    -138110,    -153537
136080,       1158,    -113300,    -521615
136090,       1158,     -67683,    -759875
136100,       1158,     -17095,    -685665
136110,       1158,      25167,    -399423
136120,       1158,      53123,     -92804
136130,       1158,      66084,     126695
136140,       1192,      63322,     262606
136150,       1192,      41876,     324289
136160,       1192,        127,     286742
136170,       1192,     -56583,     164518
136180,       1192,    -114199,        456
136190,       1192,    -154568,    -210087
136200,       1192,    -163522,    -477874
136210,       1192,    -137194,    -709745
136220,        752,     -83201,    -790783
136230,        752,     -16752,    -685167
136240,        752,      45691,    -418524
136250,        752,      91717,     -82779
136260,        752,     114530,     211633
136270,        752,     111031,     378063
136280,        752,      79665,     374571
136290,        752,      21403,     246892
136300,       1703,     -56335,      92190
136310,       1703,    -136932,      13564
136320,       1703,    -197564,     -48578
136330,       1703,    -218267,    -268114
136340,       1703,    -191886,    -661570
136350,       1703,    -128009,    -967495
136360,       1703,     -47942,    -937131
136370,       1703,      25758,    -635045
136380,        473,      78029,    -240553
136390,        473,     103285,     130324
136400,        473,     101465,     376657
136410,        473,      73769,     422217
136420,        473,      22668,     328671
136430,        473,     -44594,     198542
136440,        473,    -113769,      65989
136450,        473,    -166316,    -162176
136460,       1809,    -186412,    -501740
136470,       1809,    -168077,    -828170
136480,       1809,    -117813,    -997596
